playerid	position	teamid	number	firstname	lastname	nationality	prefFoot	accel	aggression	awareness	ballcontrol	crossing	dribbling	heading	longpassing	marking	sprint	shortpassing	reflexes	finishing	shotpower	stamina	strength	standingtackle	positioning	composure	handling	gkpositioning	reactions	longshots	freekick	diving	WFA	potential	ovr	skill
235619	RM	18	44	Marcus	Edwards	14	1	87	57	67	76	65	81	46	64	35	82	72	30	69	65	71	41	42	71	68	30	30	66	63	70	16	2	87	74	LONGSHOTS
211117	CAM	18	20	Dele	Alli	14	0	77	84	82	85	70	83	73	77	60	77	82	22	82	77	85	70	65	85	84	22	22	83	79	55	9	2	85	80	DRIBBLING
202126	ST	18	10	Harry	Kane	14	0	76	80	86	87	74	83	88	71	45	80	79	28	95	92	89	91	40	93	88	28	28	91	88	70	12	3	90	88	FINISHING
222400	CM	18	29	Harry	Winks	14	0	78	61	73	76	65	74	48	78	54	73	82	25	57	66	73	68	65	65	76	25	25	71	65	63	11	2	84	73	SHORTPASSING
19292	CB	19	19	James	Collins	50	0	30	85	73	53	38	38	80	65	74	32	59	20	38	70	67	87	78	34	63	20	20	70	51	60	15	2	76	74	PHYSICAL
142784	RB	19	5	Pablo	Zabaleta	52	0	61	89	77	75	74	73	75	64	78	61	72	23	49	66	69	78	83	71	76	23	23	85	57	66	10	2	79	74	PHYSICAL
150724	GK	19	25	Joe	Hart	14	0	59	28	59	25	25	23	25	75	25	60	32	83	25	65	28	61	25	14	68	78	81	77	25	13	83	2	82	81	HANDLING
152879	CDM	19	16	Mark	Noble	14	0	45	81	80	76	71	74	62	77	65	47	76	25	60	74	83	72	74	64	77	25	25	73	68	67	7	2	76	71	PHYSICAL
171791	CB	19	4	José Miguel	da Rocha Fonte	38	0	44	84	79	62	36	58	76	56	78	43	62	23	40	29	66	80	79	40	69	23	23	78	29	32	7	2	79	75	AGGRESSION
176285	CB	19	2	Winston	Reid	198	0	67	82	78	57	28	43	81	62	78	71	62	23	46	72	74	84	81	42	71	23	23	78	53	38	13	2	80	79	AGGRESSION
176571	RM	19	20	André	Ayew	117	1	76	78	80	79	77	78	76	71	49	75	77	20	73	75	86	71	60	79	74	20	20	75	75	57	10	2	79	77	PASSING
178224	ST	19	17	Javier	Hernández	83	0	84	59	79	79	62	76	82	55	22	75	70	20	87	76	68	53	29	87	81	20	20	83	69	52	14	2	82	79	POSITIONING
182836	ST	19	9	Andy	Carroll	14	1	60	85	75	74	62	67	91	57	42	64	65	21	77	85	68	93	46	76	78	21	21	77	78	42	14	2	78	76	POSITIONING
183855	CB	19	21	Angelo	Ogbonna	27	1	69	70	77	59	51	61	77	67	80	70	68	21	25	71	70	82	82	30	73	21	21	70	46	36	5	2	79	77	AGGRESSION
184200	LM	19	27	Marko	Arnautović	4	0	76	81	78	85	83	84	71	74	49	78	79	21	73	78	79	84	60	80	77	21	21	75	71	74	14	3	82	80	PACE
186801	CDM	19	8	Cheikhou	Kouyaté	136	0	71	84	76	73	54	68	79	64	70	77	68	21	65	74	92	88	81	72	72	21	21	79	63	47	15	2	79	74	PASSING
188988	CAM	19	10	Manuel	Lanzini	52	0	85	47	63	86	74	87	56	78	22	80	80	22	70	75	78	45	32	72	75	22	22	73	73	76	14	3	87	78	LONGPASSING
189615	LB	19	3	Aaron	Cresswell	14	1	75	68	66	75	80	76	58	68	76	76	72	22	53	71	82	59	75	63	72	22	22	68	62	69	14	2	77	74	REACTIONS
190717	ST	19	30	Michail	Antonio	14	0	82	75	70	78	73	83	88	67	44	87	73	22	74	76	78	86	56	77	70	22	22	76	72	60	12	3	81	79	POSITIONING
193554	ST	19	15	Diafra	Sakho	136	0	72	67	66	73	58	72	76	52	24	73	62	23	76	72	60	79	23	77	69	23	23	74	64	62	12	2	76	73	HEADING
194911	GK	19	13	Adrián	San Miguel Castillo	45	0	46	38	33	23	23	23	23	69	23	44	21	83	23	40	38	59	23	12	36	76	75	72	23	17	81	1	79	78	GKGENERALIST
200054	CDM	19	14	Pedro Mba	Obiang Avomo	45	0	67	71	78	78	68	74	70	79	70	69	80	24	50	74	77	79	79	62	79	24	24	69	63	62	9	2	82	75	AWARENESS
201208	CB	19	60	Doneil	Henry	70	0	66	81	57	50	43	44	67	50	62	60	55	24	36	65	60	79	62	32	56	24	24	55	47	40	8	1	72	66	PHYSICAL
208892	RB	19	22	Sam	Byram	14	0	75	68	68	72	70	72	66	65	69	75	70	20	59	66	78	71	73	65	70	20	20	74	60	33	10	2	78	71	BALANCED
212491	LB	19	26	Arthur	Masuaku	110	1	87	65	71	76	75	80	60	68	70	86	71	20	60	77	77	74	74	68	73	20	20	75	71	48	8	1	81	75	BALANCED
215556	CM	19	31	Edimilson	Fernandes	47	0	78	60	68	71	57	73	43	70	53	81	74	21	65	73	80	68	59	65	63	21	21	58	70	51	12	3	81	69	SETPIECES
221346	RM	19	42	Martin	Samuelsen	36	0	71	31	44	70	52	73	43	51	23	76	61	22	49	56	58	50	26	56	60	22	22	57	55	60	6	3	75	62	SETPIECES
225623	CDM	19	46	Moses	Makasi	14	0	66	68	51	56	45	54	54	54	49	68	57	23	38	54	67	70	52	40	51	23	23	40	44	43	8	2	66	55	PHYSICAL
226430	LM	19	23	Sead	Hakšabanovič	15	0	78	36	48	69	59	68	37	56	30	73	66	23	54	68	65	56	29	58	61	23	23	55	66	62	14	3	80	64	SETPIECES
228153	RM	19	50	Joe	Powell	14	1	70	33	43	55	55	61	42	50	24	70	52	23	43	50	54	50	23	54	56	23	23	42	43	49	15	2	67	56	PASSING
229929	LB	19	44	Vashon	Neufville	14	1	79	56	35	52	54	56	35	36	51	76	45	23	21	39	67	54	54	47	45	23	23	58	23	22	7	2	75	55	PHYSICAL
229944	RB	19	40	Alex	Pike	14	0	70	53	35	46	49	47	50	32	55	68	48	23	23	33	58	63	59	41	45	23	23	42	23	29	6	2	67	54	PHYSICAL
230942	CB	19	39	Josh	Pask	14	0	62	67	36	42	29	32	55	36	52	63	48	20	21	38	59	65	53	43	47	20	20	41	26	26	10	1	65	56	PHYSICAL
231436	LM	19	45	Grady	Diangana	14	1	74	45	37	62	54	64	37	47	32	77	49	20	43	50	63	60	20	47	55	20	20	46	45	49	9	1	68	57	PASSING
231438	CB	19	52	Tunji	Akinola	14	0	54	46	52	38	23	29	54	39	53	63	40	20	21	27	68	68	56	17	49	20	20	43	20	31	6	2	65	54	PHYSICAL
231442	CAM	19	43	Marcus	Browne	14	0	77	63	42	63	46	65	32	56	27	75	57	20	50	56	58	63	26	54	54	20	20	45	53	63	12	2	75	58	PASSING
233704	CDM	19	54	Noha	Sylvestre	47	0	59	64	50	51	35	48	40	50	45	52	54	20	27	44	58	56	53	37	47	20	20	57	32	25	7	2	64	51	PASSING
234185	ST	19	47	Jahmal	Hector-Ingram	14	0	71	57	35	53	42	52	54	37	21	74	42	20	55	56	56	62	20	56	50	20	20	51	48	24	8	2	73	56	POSITIONING
234378	CDM	19	41	Declan	Rice	25	0	61	60	53	54	31	49	59	48	57	65	55	20	24	46	64	70	65	32	60	20	20	51	28	20	8	2	78	57	PASSING
234826	ST	19	29	Antonio	Martínez López	45	0	73	48	44	58	42	56	59	43	20	71	51	20	65	56	56	58	20	66	55	20	20	65	55	30	11	2	76	61	ACCELERATION
235450	CAM	19	36	Domingos	Quina	38	0	74	53	49	69	54	68	30	58	21	72	59	21	44	54	60	40	30	51	59	21	21	55	57	47	12	2	82	60	LONGSHOTS
237683	LM	19	37	Nathan	Holland	14	0	79	43	51	62	52	64	30	50	21	77	55	21	47	56	47	40	21	50	55	21	21	59	56	55	6	2	74	60	CROSSING
238059	RM	19	48	Dan	Kemp	14	0	75	30	40	60	54	63	30	46	26	70	52	21	47	44	50	33	27	53	54	21	21	57	48	37	11	2	73	57	AWARENESS
238060	GK	19	34	Nathan	Trott	14	0	40	25	26	30	21	22	21	61	21	33	25	60	21	21	22	37	21	4	29	58	54	44	21	11	57	3	75	56	GKGENERALIST
238061	CM	19	55	Alfie	Lewis	14	0	56	50	48	54	39	52	30	54	27	51	57	21	39	45	41	54	44	34	50	21	21	55	34	45	12	1	66	49	SETPIECES
240863	CM	19	56	Conor	Coventry	25	0	52	40	39	55	41	54	30	56	22	55	55	22	32	42	48	35	32	39	41	22	22	45	39	38	11	2	65	47	LONGPASSING
240864	GK	19	49	Rihards	Matrevics	28	0	22	22	18	22	22	22	22	47	22	23	22	54	22	25	24	61	22	6	26	56	48	42	22	11	58	2	68	53	GKGENERALIST
240865	LM	19	51	Anthony	Scully	25	1	70	34	51	61	50	62	40	43	22	67	50	22	45	53	45	42	28	52	49	22	22	39	47	50	15	2	67	55	CROSSING
240866	LB	19	57	Reece	Hannam	14	1	64	45	44	45	50	48	39	33	49	67	39	22	28	32	53	42	53	41	42	22	22	47	30	43	9	1	67	50	BALANCED
240868	GK	19	61	Tyler	Forde	14	0	25	25	28	22	22	22	22	49	22	23	22	45	22	22	25	53	22	4	39	49	47	44	22	11	50	1	63	47	GKGENERALIST
240869	ST	19	59	Korrey	Henry	14	0	69	46	44	52	44	51	51	42	21	67	43	22	52	54	49	55	22	50	48	22	22	43	40	44	6	2	66	53	SHOTPOWER
235450	CAM	19	36	Domingos	Quina	38	0	88	67	63	83	68	82	44	72	35	86	73	35	58	68	74	54	44	65	73	35	35	69	71	61	26	2	82	74	LONGPASSING
234378	CDM	19	41	Declan	Rice	25	0	74	73	66	67	44	62	72	61	70	78	68	33	37	59	77	83	78	45	73	33	33	64	41	33	21	2	78	70	PASSING
52326	GK	95	17	Eldin	Jakupović	47	0	46	45	43	22	20	20	20	69	20	47	39	77	20	25	31	62	20	11	67	70	71	59	20	14	73	1	72	71	GKPOSITIONING
136113	CB	95	5	Wes	Morgan	82	0	33	79	83	61	22	58	77	47	77	41	56	22	22	52	70	89	78	39	66	22	22	76	35	18	14	2	77	75	PHYSICAL
137785	CB	95	6	Robert	Huth	21	0	29	91	78	53	31	31	83	65	80	30	61	22	46	75	70	90	77	34	64	22	22	75	54	59	9	2	78	76	PHYSICAL
139313	LB	95	28	Christian	Fuchs	4	1	63	78	77	75	83	70	76	75	74	62	76	23	57	83	79	75	77	72	70	23	23	75	79	78	14	1	76	74	PHYSICAL
163587	GK	95	1	Kasper	Schmeichel	13	0	62	33	50	40	21	21	21	82	21	60	44	86	21	36	35	62	21	14	52	82	80	80	21	15	83	2	84	83	HANDLING
165788	ST	95	23	Leonardo	Ulloa	52	0	44	71	73	72	51	70	83	63	27	53	69	22	74	76	67	88	48	76	72	22	22	75	63	56	13	2	74	71	POSITIONING
169600	RB	95	2	Danny	Simpson	14	0	70	79	75	69	68	64	71	60	78	68	64	22	27	37	79	72	77	58	67	22	22	76	54	32	10	2	75	72	PHYSICAL
170008	GK	95	12	Ben	Hamer	14	0	45	34	51	23	22	22	22	63	22	45	25	68	22	23	35	64	22	16	56	63	69	60	22	12	71	2	69	67	GKPOSITIONING
183130	LM	95	11	Marc	Albrighton	14	0	79	73	79	77	83	77	42	73	41	79	69	21	69	72	86	62	50	73	72	21	21	71	67	73	15	2	77	76	PASSING
183288	CB	95	29	Yohan	Benalouane	145	0	64	87	68	60	61	47	67	63	73	64	64	21	24	68	67	82	76	46	63	21	21	67	39	52	14	2	75	74	AGGRESSION
186139	CM	95	22	Matty	James	14	0	65	64	71	75	70	68	63	74	67	54	76	21	59	72	72	70	69	63	73	21	21	69	58	66	7	2	75	69	PASSING
186578	CM	95	10	Andy	King	50	0	66	63	75	73	61	69	73	69	68	62	74	21	70	72	71	73	69	72	69	21	21	72	72	59	8	2	72	71	AWARENESS
189060	CB	95	16	Aleksandar	Dragović	4	0	69	69	78	68	49	62	76	62	76	74	68	22	41	69	73	80	80	63	70	22	22	74	53	61	10	3	80	76	AGGRESSION
189560	CDM	95	21	Vicente	Iborra de la Fuente	45	0	49	78	86	80	53	67	81	82	85	51	81	22	72	85	79	88	84	82	73	22	22	75	64	70	14	3	82	80	HOLDING
194365	CF	95	20	Shinji	Okazaki	163	0	76	80	83	78	66	77	74	66	35	73	76	23	74	77	79	69	55	82	70	23	23	84	68	50	10	3	77	77	POSITIONING
201818	ST	95	13	Ahmed	Musa	133	0	95	33	71	76	67	77	64	52	24	92	64	24	78	78	89	48	28	77	72	24	24	77	72	48	7	2	81	76	HEADING
203263	CB	95	15	Harry	Maguire	14	0	40	75	58	64	41	64	77	65	77	51	69	25	30	54	72	90	78	52	71	25	25	67	34	46	14	2	83	75	DEFENDING
204485	RM	95	26	Riyad	Mahrez	97	1	85	40	70	88	81	88	45	74	25	80	78	25	74	76	75	51	23	79	82	25	25	75	72	75	15	3	84	81	PASSING
208830	ST	95	9	Jamie	Vardy	14	0	91	92	83	76	63	76	64	48	48	91	66	20	83	85	88	68	52	84	79	20	20	86	67	48	15	2	84	80	ACCELERATION
212883	CDM	95	18	Daniel	Amartey	117	0	70	84	71	72	49	69	74	71	70	76	76	20	46	83	89	85	74	42	70	20	20	76	71	32	13	2	82	74	AWARENESS
217699	ST	95	19	Islam	Slimani	97	0	66	86	83	75	58	74	91	61	34	72	73	21	80	78	87	85	48	85	79	21	21	84	71	47	10	2	82	79	SHOTPOWER
220633	LM	95	7	Demarai	Gray	14	0	90	33	57	77	69	82	31	59	21	90	66	22	64	74	72	56	23	65	64	22	22	64	71	45	6	2	83	73	CROSSING
220774	LB	95	50	Joshua	Debayo	133	1	66	56	37	49	47	51	58	35	55	71	40	22	24	43	64	63	60	32	51	22	22	56	31	33	12	2	66	55	PHYSICAL
220894	RM	95	43	George	Thomas	50	0	73	67	55	62	61	64	46	52	22	78	59	22	62	60	74	57	32	60	63	22	22	50	58	60	11	2	77	62	AWARENESS
225719	ST	95	8	Kelechi	Iheanacho	133	1	84	56	64	75	48	73	60	58	23	84	66	23	79	76	68	74	22	79	72	23	23	70	66	53	8	2	86	75	SHOTPOWER
226790	CDM	95	25	Onyinye	Ndidi	133	0	72	76	71	73	50	63	73	69	74	75	74	23	50	78	88	78	83	62	73	23	23	74	70	58	13	3	86	75	GENERALIST
228332	CDM	95	38	Hamza	Choudhury	14	0	69	77	56	60	43	61	61	60	64	71	68	23	35	69	71	73	65	37	59	23	23	58	38	48	9	2	76	64	AWARENESS
228410	GK	95	40	Daniel	Iversen	13	0	40	23	28	23	23	23	23	62	23	44	27	61	23	23	44	67	23	19	28	61	59	50	23	11	67	2	76	61	GKGENERALIST
229984	LB	95	3	Ben	Chilwell	14	1	77	71	62	70	69	72	55	62	64	75	65	23	45	39	77	63	68	69	69	23	23	64	35	46	10	2	82	67	BALANCED
234743	ST	95	36	Admiral	Muskwe	14	0	65	58	47	60	35	54	62	42	25	69	49	20	58	56	66	68	25	54	50	20	20	52	43	48	8	2	73	58	POSITIONING
235030	ST	95	44	Raúl	Uche Rubio	45	0	72	45	45	59	43	55	55	42	20	72	53	20	63	59	66	60	23	49	61	20	20	58	52	41	6	2	73	59	POSITIONING
235051	CB	95	39	Darnell	Johnson	14	0	69	60	44	51	43	49	52	42	58	69	49	20	29	45	64	74	60	45	49	20	20	49	31	29	9	2	76	60	STRENGTH
235076	RM	95	37	Layton	Ndukwu	14	1	75	45	50	60	52	67	39	41	24	74	47	20	53	54	66	59	28	51	56	20	20	45	59	45	14	2	75	57	AWARENESS
235119	RM	95	49	Faiq	Bolkiah	153	0	78	31	42	53	44	62	31	44	20	73	49	20	43	40	67	58	20	46	43	20	20	44	31	41	10	2	69	54	AWARENESS
235376	LM	95	47	Liandro	Martis	85	0	80	55	50	61	65	70	28	32	21	77	50	20	55	70	64	63	23	56	53	20	20	50	63	33	8	1	69	60	CROSSING
236035	GK	95	41	Max	Bramley	14	0	26	22	19	21	21	21	21	52	21	35	21	59	21	23	27	49	21	4	31	53	53	43	21	10	57	1	72	54	GKGENERALIST
236364	CAM	95	52	Dylan	Watts	25	0	67	42	54	51	51	60	41	52	36	61	56	21	39	47	61	56	39	45	56	21	21	57	38	57	9	2	66	53	SETPIECES
236365	LB	95	51	Connor	Wood	14	1	74	59	49	49	51	54	48	36	47	70	41	21	35	34	63	65	54	57	48	21	21	56	28	41	9	1	67	53	REACTIONS
237213	CB	95	34	Josh	Knight	14	0	55	59	44	35	28	35	51	39	57	60	47	21	25	47	61	68	59	38	44	21	21	49	30	37	13	1	69	57	DEFENDING
237386	CDM	95	56	Kiernan	Dewsbury-Hall	14	0	63	59	48	50	40	44	49	50	48	58	53	21	31	55	52	64	57	36	45	21	21	53	34	40	12	2	67	53	PASSING
237630	RB	95	55	Alexandru	Pașcanu	39	1	70	66	51	50	45	61	51	35	58	67	40	21	30	35	65	64	60	48	48	21	21	55	35	34	7	4	76	55	REACTIONS
237693	RB	95	57	Simranjit	Thandi	14	0	72	58	45	41	41	50	54	37	50	68	43	21	29	37	49	56	55	42	44	21	21	54	33	34	12	2	74	52	REACTIONS
237694	CDM	95	54	Lamine	Kaba Sherif	119	0	67	66	46	49	47	46	47	51	49	64	55	21	34	53	65	65	54	38	47	21	21	47	36	40	8	2	72	53	PASSING
239504	ST	95	35	Josh	Gordon	14	0	74	61	42	59	39	56	51	38	21	77	50	21	60	62	73	67	27	51	55	21	21	56	54	43	11	2	67	59	HEADING
239506	CB	95	45	Sam	Hughes	14	0	50	52	38	41	34	37	55	29	62	56	34	21	22	42	67	73	64	35	51	21	21	57	22	34	13	1	70	60	STRENGTH
240373	ST	95	58	Tyrese	Shade	14	0	79	63	56	56	44	55	56	50	41	73	56	21	55	55	65	58	50	49	51	21	21	50	42	49	14	2	67	57	ACCELERATION
240803	ST	95	53	Josh	Eppiah	7	1	73	50	37	53	38	53	46	37	22	76	50	22	56	64	60	60	21	49	48	22	22	59	52	38	10	2	73	56	SHOTPOWER
240804	GK	95	42	Cameron	Yates	42	0	45	24	23	22	22	22	22	53	22	45	22	58	22	22	27	48	22	9	35	49	55	40	22	12	57	1	72	53	GKGENERALIST
240971	RM	95	60	Habib	Makanjuola	133	1	76	44	46	51	47	57	41	44	22	72	51	22	42	54	65	40	22	47	49	22	22	49	43	43	11	2	68	54	CROSSING
241111	ST	95	61	Alassane	Meïté	18	0	74	45	45	56	45	57	52	47	22	72	56	22	49	51	61	59	22	51	54	22	22	55	49	42	13	2	75	55	SHOTPOWER
235051	CB	95	39	Darnell	Johnson	14	0	84	75	59	66	58	64	67	57	73	84	64	35	44	60	79	89	75	60	64	35	35	64	46	44	24	2	76	74	STRENGTH
220633	LW	95	7	Demarai	Gray	14	0	93	36	60	80	72	85	34	62	24	93	69	25	67	77	75	59	26	68	67	25	25	67	74	48	9	2	83	75	CROSSING
6826	CDM	109	18	Gareth	Barry	14	1	30	80	86	76	80	68	74	74	77	33	83	22	56	77	72	76	78	58	81	22	22	79	71	78	7	2	79	75	PHYSICAL
51261	GK	109	13	Boaz	Myhill	50	0	41	21	56	35	20	20	20	69	20	46	39	78	20	27	29	63	20	13	46	71	70	66	20	12	74	1	73	73	GKPOSITIONING
52306	RM	109	11	Chris	Brunt	35	1	63	69	69	77	85	77	61	79	65	56	78	20	67	86	65	66	71	70	65	20	20	74	79	70	11	1	75	73	PASSING
109852	CB	109	23	Gareth	McAuley	35	0	36	81	75	66	49	27	85	50	78	31	53	21	50	44	67	79	81	45	67	21	21	77	30	33	6	2	77	75	PHYSICAL
162981	CAM	109	7	James	Morrison	42	0	66	69	77	77	83	78	54	73	55	65	78	21	72	80	76	61	60	73	74	21	21	75	78	63	11	2	76	75	SETPIECES
163155	GK	109	1	Ben	Foster	14	1	50	21	59	25	21	21	21	73	21	48	36	84	21	27	32	57	21	14	67	79	77	72	21	17	79	2	80	79	GKPOSITIONING
169588	CB	109	6	Jonny	Evans	35	0	65	78	70	70	52	39	81	62	78	65	72	22	28	42	69	75	81	28	72	22	22	78	24	25	12	3	79	77	PHYSICAL
169792	LM	109	19	Jay	Rodriguez	14	0	76	41	71	75	68	77	76	66	22	78	75	22	77	74	76	71	28	80	75	22	22	77	72	29	12	3	76	74	PASSING
183893	CDM	109	5	Claudio	Yacob	52	0	49	85	81	76	34	66	78	74	75	38	83	21	58	63	75	70	81	42	79	21	21	77	67	55	6	2	79	76	PASSING
184480	ST	109	4	Hal	Robson-Kanu	50	1	70	68	55	67	66	71	54	57	40	71	63	21	66	70	71	75	35	62	61	21	21	63	68	35	16	2	70	66	POSITIONING
186115	LB	109	3	Kieran	Gibbs	14	1	77	72	74	75	76	74	68	65	76	80	74	21	47	67	77	69	79	63	75	21	21	77	60	52	6	1	78	76	AGGRESSION
188166	RM	109	10	Matt	Phillips	42	0	88	55	59	74	77	82	54	67	29	86	68	22	69	80	74	78	40	72	67	22	22	65	74	48	14	3	78	75	AWARENESS
189059	CM	109	8	Jake	Livermore	14	0	65	83	78	75	65	72	69	75	70	64	78	22	64	72	84	77	72	61	79	22	22	74	69	58	9	1	76	72	AWARENESS
189250	ST	109	9	Salomón	Rondón	61	0	73	74	58	78	48	75	88	40	25	76	69	22	77	85	68	89	23	82	76	22	22	73	70	52	13	3	80	78	POSITIONING
192667	LB	109	2	Allan	Nyom	103	0	72	80	70	72	75	68	69	64	77	78	65	23	27	74	84	86	83	51	67	23	23	74	66	30	12	2	77	74	REACTIONS
194806	RB	109	25	Craig	Dawson	14	0	62	71	66	67	66	55	81	60	75	67	65	23	49	57	78	77	78	56	68	23	23	69	23	24	7	1	76	70	REACTIONS
197242	CDM	109	20	Grzegorz	Krychowiak	37	0	62	87	86	75	59	63	83	83	75	68	79	23	42	81	77	91	82	52	83	23	23	77	70	62	15	2	83	79	PASSING
198489	LM	109	14	James	McClean	25	1	75	80	67	73	73	79	71	66	59	79	69	24	67	69	78	72	56	73	71	24	24	72	65	66	6	1	74	73	AWARENESS
200529	RM	109	22	Nacer	Chadli	7	0	74	59	71	80	75	83	67	68	37	78	77	24	76	81	77	83	48	77	79	24	24	75	76	78	12	3	78	77	SETPIECES
210648	CB	109	26	Ahmed	Hegazy	111	0	39	76	50	62	20	37	76	42	75	49	55	20	20	27	66	81	74	20	60	20	20	63	20	29	14	1	76	72	DEFENDING
223909	GK	109	40	Alex	Palmer	14	0	26	22	20	25	22	21	22	58	22	37	30	57	22	21	27	43	22	7	31	49	50	49	22	17	62	2	65	54	GKPOSITIONING
225632	RM	109	17	Oliver	Burke	42	0	85	59	56	69	63	73	44	55	36	94	65	23	67	70	62	79	38	64	64	23	23	66	53	38	13	2	84	70	CROSSING
233481	GK	109	63	Ethan	Ross	14	0	35	26	16	20	20	20	20	46	20	32	26	47	20	22	23	50	20	8	26	58	51	35	20	10	46	2	62	49	GKGENERALIST
233957	CM	109	28	Sam	Field	14	1	65	69	61	63	50	61	63	73	45	56	76	20	41	68	71	58	54	55	57	20	20	62	44	47	12	2	81	62	LONGPASSING
237677	LB	109	39	Robbie	McCourt	25	1	64	55	39	35	44	63	55	32	62	54	37	21	34	32	57	39	70	47	47	21	21	57	36	39	10	2	75	54	REACTIONS
238073	CB	109	65	Kyle	Jameson	14	0	56	49	31	36	36	34	62	35	52	53	36	21	22	43	58	64	65	25	47	21	21	52	22	30	6	1	68	57	STRENGTH
239317	LB	109	53	Max	Melbourne	14	1	64	57	44	45	55	64	51	28	52	71	34	21	28	31	57	42	64	48	46	21	21	56	29	37	9	2	74	54	REACTIONS
239319	CM	109	59	Alex	Bradley	14	0	66	62	61	59	42	61	56	64	48	62	75	21	41	62	64	37	50	58	48	21	21	61	49	47	12	2	80	61	SHORTPASSING
239320	GK	109	64	Brad	House	14	0	21	24	20	21	21	21	21	56	21	33	21	54	21	23	21	40	21	5	26	57	40	48	21	12	59	2	72	52	GKGENERALIST
239321	ST	109	61	Evan	Pierce	25	0	46	61	49	61	35	55	48	29	21	54	54	21	54	60	63	37	24	62	56	21	21	52	52	32	7	2	72	54	HEADING
189059	CM	109	8	Jake	Livermore	14	0	66	84	79	76	66	73	70	76	71	65	79	23	65	73	85	78	73	62	80	23	23	75	70	59	10	1	76	74	AWARENESS
233957	CM	109	28	Sam	Field	14	1	72	76	68	70	57	68	70	80	52	63	83	27	48	75	78	65	61	62	64	27	27	69	51	54	19	2	81	70	LONGPASSING
135451	GK	1795	1	Heurelho	Silva Gomes	54	0	50	40	47	25	22	22	22	60	22	52	23	85	22	30	27	64	22	12	63	75	77	74	22	13	81	1	79	78	GKPOSITIONING
153177	ST	1795	20	Mauro	Zárate	52	0	79	66	56	87	66	86	56	60	22	75	72	25	78	80	69	62	34	77	72	25	25	75	82	79	7	3	81	76	POSITIONING
160292	CDM	1795	23	Ben	Watson	14	0	57	61	80	76	74	68	58	77	64	45	79	21	67	73	75	70	72	64	74	21	21	73	64	76	13	2	74	69	PHYSICAL
163418	CB	1795	4	Younès	Kaboul	18	0	46	81	69	59	56	52	80	54	72	57	64	21	21	82	67	85	75	51	65	21	21	66	56	43	9	2	75	74	PHYSICAL
172953	RB	1795	6	Adrian	Mariappa	82	0	68	58	66	65	57	59	76	61	76	68	63	23	27	47	70	77	77	53	64	23	23	73	34	22	6	2	72	69	PHYSICAL
177578	CB	1795	5	Sebastian	Prödl	4	0	38	85	74	57	44	30	87	49	80	36	60	20	34	47	65	89	83	37	68	20	20	73	32	38	11	1	79	78	AGGRESSION
178091	ST	1795	33	Stefano	Okaka	27	0	67	73	66	75	50	75	84	29	20	77	71	20	74	81	73	93	25	74	71	20	20	71	69	48	7	2	77	76	POSITIONING
178213	CM	1795	29	Etienne	Capoue	18	0	62	65	74	77	70	76	70	77	75	55	77	20	70	76	85	77	75	73	77	20	20	78	69	30	12	2	79	74	AWARENESS
180706	CB	1795	15	Craig	Cathcart	35	0	50	69	72	59	39	47	74	61	76	61	71	20	29	56	71	75	77	27	67	20	20	69	41	39	8	2	73	73	AGGRESSION
182744	LB	1795	25	Jose	Holebas	22	1	78	89	75	75	79	73	74	69	78	81	73	21	57	85	82	79	79	69	77	21	21	71	78	71	15	1	78	77	AGGRESSION
183125	ST	1795	9	Troy	Deeney	14	0	64	80	84	75	55	65	82	60	33	65	73	21	80	86	77	92	29	77	78	21	21	74	78	36	10	2	78	76	POSITIONING
183497	GK	1795	30	Orestis	Karnezis	22	0	44	21	15	23	21	21	24	70	21	34	22	84	21	22	33	66	21	10	22	83	80	78	21	11	80	2	82	81	REFLEXES
188155	RB	1795	2	Daryl	Janmaat	34	0	72	84	76	76	77	74	70	68	74	75	70	22	55	76	92	75	77	68	66	22	22	79	64	56	15	2	77	74	AGGRESSION
189067	CB	1795	3	Miguel Angel	Britos	60	1	48	76	72	58	43	47	75	64	75	51	60	22	37	30	62	79	78	24	66	22	22	68	31	52	12	2	75	73	AGGRESSION
189725	CM	1795	8	Tom	Cleverley	14	0	64	71	72	77	74	74	48	77	47	70	78	22	64	74	73	58	71	74	69	22	22	77	75	62	15	2	76	73	AWARENESS
189860	RB	1795	21	Francisco	Femenía Far	45	0	75	70	67	78	78	79	52	54	68	79	77	22	62	56	82	67	75	68	66	22	22	64	65	55	16	2	78	72	AGGRESSION
190324	CB	1795	27	Christian	Kabasele	7	0	71	75	55	64	47	59	74	57	73	74	60	22	49	57	77	81	75	58	64	22	22	71	44	27	14	2	77	74	AGGRESSION
193061	CM	1795	37	Roberto	Pereyra	52	0	78	66	76	83	78	82	60	76	64	78	83	23	61	66	77	64	71	76	78	23	23	78	72	72	4	3	83	77	SETPIECES
193062	LB	1795	22	Marvin	Zeegelaar	34	1	75	71	68	75	75	74	55	59	71	81	67	23	62	76	83	83	75	74	68	23	23	72	64	52	12	2	75	72	REACTIONS
194138	ST	1795	18	Andre	Gray	14	0	90	70	66	70	61	72	65	54	22	89	66	23	80	80	79	81	23	79	71	23	23	72	64	39	11	2	80	76	HEADING
199286	RB	1795	26	Brice	Dja Djédjé	108	0	76	83	72	75	69	70	58	66	70	79	76	24	58	72	75	72	75	68	65	24	24	74	53	47	7	1	76	73	REACTIONS
